date,temp_mean_C,temp_min_C,temp_max_C,precipitation_mm,humidity_percent,wind_speed_ms,year,month,day_of_year,season,temp_range,is_rainy,weather_category
2019-09-08,30.05,26.61,33.33,8.09,76.96,1.57,2019,9,251,Monsoon,6.719999999999999,1,Warm
2019-09-09,30.5,25.46,36.12,0.1,67.92,2.01,2019,9,252,Monsoon,10.659999999999997,0,Warm
2019-09-10,30.76,25.83,37.04,0.0,62.73,2.08,2019,9,253,Monsoon,11.21,0,Warm
2019-09-11,31.23,24.81,37.89,0.0,58.23,1.84,2019,9,254,Monsoon,13.080000000000002,0,Warm
2019-09-12,31.69,26.04,38.69,0.01,56.81,2.16,2019,9,255,Monsoon,12.649999999999999,0,Warm
2019-09-13,31.01,25.96,36.81,0.0,69.51,3.07,2019,9,256,Monsoon,10.850000000000001,0,Warm
2019-09-14,30.96,26.36,36.73,0.18,68.22,2.86,2019,9,257,Monsoon,10.369999999999997,0,Warm
2019-09-15,30.9,25.67,36.28,0.77,67.02,1.38,2019,9,258,Monsoon,10.61,0,Warm
2019-09-16,31.14,26.02,37.24,0.57,61.49,2.11,2019,9,259,Monsoon,11.220000000000002,0,Warm
2019-09-17,31.0,25.52,36.94,1.54,61.94,2.08,2019,9,260,Monsoon,11.419999999999998,1,Warm
2019-09-18,30.89,25.95,37.32,0.02,60.91,2.22,2019,9,261,Monsoon,11.370000000000001,0,Warm
2019-09-19,28.72,24.51,33.75,0.02,70.5,3.04,2019,9,262,Monsoon,9.239999999999998,0,Warm
2019-09-20,29.18,23.95,34.41,0.01,67.96,2.33,2019,9,263,Monsoon,10.459999999999997,0,Warm
2019-09-21,29.56,24.98,34.39,9.1,66.99,1.34,2019,9,264,Monsoon,9.41,1,Warm
2019-09-22,28.19,24.53,33.04,12.07,76.44,3.28,2019,9,265,Monsoon,8.509999999999998,1,Warm
2019-09-23,27.72,22.52,33.4,1.25,70.72,2.4,2019,9,266,Monsoon,10.879999999999999,1,Warm
2019-09-24,27.88,23.0,32.95,0.58,72.64,2.77,2019,9,267,Monsoon,9.950000000000003,0,Warm
2019-09-25,27.83,23.95,32.56,1.25,74.15,3.19,2019,9,268,Monsoon,8.610000000000003,1,Warm
2019-09-26,27.1,24.22,30.73,1.04,77.26,3.73,2019,9,269,Monsoon,6.510000000000002,1,Warm
2019-09-27,27.44,23.33,32.24,0.22,75.58,3.59,2019,9,270,Monsoon,8.910000000000004,0,Warm
2019-09-28,27.05,23.96,31.96,1.42,77.6,4.17,2019,9,271,Monsoon,8.0,1,Warm
2019-09-29,26.76,23.62,31.63,2.27,76.43,2.93,2019,9,272,Monsoon,8.009999999999998,1,Warm
2019-09-30,27.0,22.82,32.36,1.14,73.63,2.28,2019,9,273,Monsoon,9.54,1,Warm
2019-10-01,27.43,22.11,32.99,0.59,70.05,1.87,2019,10,274,Autumn,10.880000000000003,0,Warm
2019-10-02,28.05,22.31,33.38,0.22,65.69,1.38,2019,10,275,Autumn,11.070000000000004,0,Warm
2019-10-03,27.08,23.45,30.98,8.61,65.5,1.78,2019,10,276,Autumn,7.530000000000001,1,Warm
2019-10-04,25.96,21.12,31.73,13.15,67.99,2.19,2019,10,277,Autumn,10.61,1,Warm
2019-10-05,25.58,20.18,31.78,0.0,66.19,2.9,2019,10,278,Autumn,11.600000000000001,0,Warm
2019-10-06,25.76,20.22,31.87,0.0,62.81,2.52,2019,10,279,Autumn,11.650000000000002,0,Warm
2019-10-07,26.04,20.93,33.06,0.01,59.85,3.05,2019,10,280,Autumn,12.130000000000003,0,Warm
2019-10-08,25.91,18.54,33.31,0.0,53.44,2.33,2019,10,281,Autumn,14.770000000000003,0,Warm
2019-10-09,26.02,19.4,33.23,0.0,51.49,1.64,2019,10,282,Autumn,13.829999999999998,0,Warm
2019-10-10,25.43,18.65,33.57,0.0,55.05,2.15,2019,10,283,Autumn,14.920000000000002,0,Warm
2019-10-11,25.23,19.08,32.86,0.0,54.87,2.06,2019,10,284,Autumn,13.780000000000001,0,Warm
2019-10-12,25.93,20.96,33.37,0.0,56.02,2.25,2019,10,285,Autumn,12.409999999999997,0,Warm
2019-10-13,26.32,21.13,33.73,0.0,54.49,1.91,2019,10,286,Autumn,12.599999999999998,0,Warm
2019-10-14,26.52,20.78,34.11,0.0,55.07,2.21,2019,10,287,Autumn,13.329999999999998,0,Warm
2019-10-15,26.2,20.6,34.35,0.0,53.83,2.26,2019,10,288,Autumn,13.75,0,Warm
2019-10-16,25.84,19.48,33.93,0.16,52.0,2.05,2019,10,289,Autumn,14.45,0,Warm
2019-10-17,26.54,20.63,34.55,0.0,53.37,2.05,2019,10,290,Autumn,13.919999999999998,0,Warm
2019-10-18,26.57,20.71,34.05,2.5,62.27,2.72,2019,10,291,Autumn,13.339999999999996,1,Warm
2019-10-19,26.3,21.58,32.5,0.87,57.11,1.25,2019,10,292,Autumn,10.920000000000002,0,Warm
2019-10-20,24.3,17.34,32.81,0.0,50.92,2.73,2019,10,293,Autumn,15.470000000000002,0,Pleasant
2019-10-21,23.46,16.86,32.44,0.0,51.76,3.3,2019,10,294,Autumn,15.579999999999998,0,Pleasant
2019-10-22,23.52,15.98,32.63,0.0,46.52,3.52,2019,10,295,Autumn,16.650000000000002,0,Pleasant
2019-10-23,24.52,17.38,33.17,0.0,39.56,2.18,2019,10,296,Autumn,15.790000000000003,0,Pleasant
2019-10-24,23.75,17.23,32.49,0.0,45.01,2.48,2019,10,297,Autumn,15.260000000000002,0,Pleasant
2019-10-25,23.33,16.56,31.08,0.0,52.29,2.53,2019,10,298,Autumn,14.52,0,Pleasant
2019-10-26,23.58,17.39,30.39,0.0,55.69,1.75,2019,10,299,Autumn,13.0,0,Pleasant
2019-10-27,24.36,17.35,31.73,0.0,47.28,2.0,2019,10,300,Autumn,14.379999999999999,0,Pleasant
2019-10-28,24.44,17.74,31.82,0.0,47.69,1.85,2019,10,301,Autumn,14.080000000000002,0,Pleasant
2019-10-29,24.85,20.99,30.34,0.0,46.94,1.22,2019,10,302,Autumn,9.350000000000001,0,Pleasant
2019-10-30,25.48,21.15,30.84,0.0,40.14,1.41,2019,10,303,Autumn,9.690000000000001,0,Warm
2019-10-31,25.29,20.34,32.91,0.0,39.88,1.77,2019,10,304,Autumn,12.569999999999997,0,Warm
2019-11-01,24.8,19.08,33.08,0.0,45.65,1.41,2019,11,305,Autumn,14.0,0,Pleasant
2019-11-02,24.11,18.63,32.1,0.16,50.89,1.95,2019,11,306,Autumn,13.470000000000002,0,Pleasant
2019-11-03,23.6,17.83,30.94,0.41,55.13,2.42,2019,11,307,Autumn,13.110000000000003,0,Pleasant
2019-11-04,23.05,17.74,30.57,0.46,57.67,3.4,2019,11,308,Autumn,12.830000000000002,0,Pleasant
2019-11-05,22.79,15.87,31.0,0.0,51.56,3.23,2019,11,309,Autumn,15.13,0,Pleasant
2019-11-06,23.51,17.84,31.22,0.0,43.24,2.29,2019,11,310,Autumn,13.379999999999999,0,Pleasant
2019-11-07,21.28,17.43,24.75,1.07,67.72,2.69,2019,11,311,Autumn,7.32,1,Pleasant
2019-11-08,22.12,17.84,28.66,0.19,66.22,2.39,2019,11,312,Autumn,10.82,0,Pleasant
2019-11-09,21.96,16.14,29.78,0.0,51.46,3.57,2019,11,313,Autumn,13.64,0,Pleasant
2019-11-10,20.97,14.36,29.07,0.0,47.34,2.96,2019,11,314,Autumn,14.71,0,Pleasant
2019-11-11,20.35,15.73,27.7,0.0,42.66,2.46,2019,11,315,Autumn,11.969999999999999,0,Pleasant
2019-11-12,20.2,13.53,29.03,0.0,42.32,2.65,2019,11,316,Autumn,15.500000000000002,0,Pleasant
2019-11-13,21.12,16.35,28.02,0.0,44.97,1.95,2019,11,317,Autumn,11.669999999999998,0,Pleasant
2019-11-14,21.49,17.42,28.68,0.0,49.43,1.74,2019,11,318,Autumn,11.259999999999998,0,Pleasant
2019-11-15,20.07,14.41,28.25,0.0,51.82,2.43,2019,11,319,Autumn,13.84,0,Pleasant
2019-11-16,20.52,13.57,29.42,0.0,59.27,4.39,2019,11,320,Autumn,15.850000000000001,0,Pleasant
2019-11-17,20.74,14.52,29.51,0.0,51.81,5.66,2019,11,321,Autumn,14.990000000000002,0,Pleasant
2019-11-18,19.41,13.25,27.11,0.0,53.79,3.75,2019,11,322,Autumn,13.86,0,Pleasant
2019-11-19,19.84,12.75,27.09,0.0,46.54,2.26,2019,11,323,Autumn,14.34,0,Pleasant
2019-11-20,20.1,15.26,27.87,0.0,40.59,1.36,2019,11,324,Autumn,12.610000000000001,0,Pleasant
2019-11-21,19.39,12.82,27.65,0.0,46.75,2.27,2019,11,325,Autumn,14.829999999999998,0,Pleasant
2019-11-22,20.09,14.24,27.95,0.0,47.29,2.11,2019,11,326,Autumn,13.709999999999999,0,Pleasant
2019-11-23,20.84,16.29,27.87,0.0,52.16,3.33,2019,11,327,Autumn,11.580000000000002,0,Pleasant
2019-11-24,21.08,15.2,27.5,0.0,58.84,2.8,2019,11,328,Autumn,12.3,0,Pleasant
2019-11-25,21.67,15.43,27.76,0.0,52.76,1.55,2019,11,329,Autumn,12.330000000000002,0,Pleasant
2019-11-26,21.3,15.93,28.5,0.16,54.82,2.42,2019,11,330,Autumn,12.57,0,Pleasant
2019-11-27,19.98,13.85,27.04,2.16,62.92,2.94,2019,11,331,Autumn,13.19,1,Pleasant
2019-11-28,20.1,16.82,25.15,8.08,78.83,3.16,2019,11,332,Autumn,8.329999999999998,1,Pleasant
2019-11-29,18.89,14.91,24.51,1.51,78.63,1.72,2019,11,333,Autumn,9.600000000000001,1,Pleasant
2019-11-30,16.1,10.86,23.19,0.0,62.08,2.87,2019,11,334,Autumn,12.330000000000002,0,Pleasant
2019-12-01,15.2,9.24,23.61,0.0,52.01,2.77,2019,12,335,Winter,14.37,0,Pleasant
2019-12-02,14.97,7.8,23.78,0.0,46.2,3.21,2019,12,336,Winter,15.98,0,Cold
2019-12-03,15.28,7.51,24.65,0.0,41.61,3.17,2019,12,337,Winter,17.14,0,Pleasant
2019-12-04,15.81,8.95,24.55,0.0,37.39,2.1,2019,12,338,Winter,15.600000000000001,0,Pleasant
2019-12-05,15.91,10.8,22.6,0.0,37.36,1.18,2019,12,339,Winter,11.8,0,Pleasant
2019-12-06,15.43,9.33,23.34,0.0,46.3,1.87,2019,12,340,Winter,14.01,0,Pleasant
2019-12-07,16.54,9.39,24.31,0.0,48.42,1.49,2019,12,341,Winter,14.919999999999998,0,Pleasant
2019-12-08,16.61,11.72,24.29,0.0,51.09,1.65,2019,12,342,Winter,12.569999999999999,0,Pleasant
2019-12-09,15.36,10.16,23.23,0.0,49.95,1.65,2019,12,343,Winter,13.07,0,Pleasant
2019-12-10,15.92,10.57,23.62,0.0,42.55,1.63,2019,12,344,Winter,13.05,0,Pleasant
2019-12-11,16.13,10.07,22.9,0.0,44.0,1.57,2019,12,345,Winter,12.829999999999998,0,Pleasant
2019-12-12,15.58,12.96,20.86,18.42,60.85,2.8,2019,12,346,Winter,7.899999999999999,1,Pleasant
2019-12-13,14.61,9.47,20.53,7.77,83.62,2.99,2019,12,347,Winter,11.06,1,Cold
2019-12-14,12.95,7.18,19.31,0.17,70.4,1.85,2019,12,348,Winter,12.129999999999999,0,Cold
2019-12-15,12.31,6.91,19.59,0.0,61.12,2.79,2019,12,349,Winter,12.68,0,Cold
2019-12-16,10.41,5.14,17.13,0.0,70.68,3.06,2019,12,350,Winter,11.989999999999998,0,Cold
2019-12-17,10.16,4.37,17.4,0.0,69.44,3.06,2019,12,351,Winter,13.029999999999998,0,Cold
2019-12-18,10.49,3.66,17.67,0.0,59.96,2.53,2019,12,352,Winter,14.010000000000002,0,Cold
2019-12-19,11.91,6.25,17.51,0.0,50.93,1.21,2019,12,353,Winter,11.260000000000002,0,Cold
2019-12-20,13.76,8.36,19.92,0.0,49.98,1.54,2019,12,354,Winter,11.560000000000002,0,Cold
2019-12-21,14.2,9.05,21.62,0.0,60.93,2.59,2019,12,355,Winter,12.57,0,Cold
2019-12-22,11.68,5.58,20.26,0.0,62.51,3.39,2019,12,356,Winter,14.680000000000001,0,Cold
2019-12-23,11.82,4.6,20.05,0.0,52.22,2.69,2019,12,357,Winter,15.450000000000001,0,Cold
2019-12-24,10.44,5.26,18.76,0.0,50.09,2.13,2019,12,358,Winter,13.500000000000002,0,Cold
2019-12-25,9.39,2.27,19.25,0.0,54.31,3.23,2019,12,359,Winter,16.98,0,Cold
2019-12-26,9.01,2.58,18.24,0.0,52.01,3.44,2019,12,360,Winter,15.659999999999998,0,Cold
2019-12-27,8.05,1.55,16.26,0.0,55.86,2.06,2019,12,361,Winter,14.71,0,Cold
2019-12-28,7.55,1.32,15.79,0.0,54.75,2.27,2019,12,362,Winter,14.469999999999999,0,Cold
2019-12-29,7.93,0.38,17.09,0.0,54.23,1.85,2019,12,363,Winter,16.71,0,Cold
2019-12-30,8.17,2.16,18.36,0.0,56.26,2.48,2019,12,364,Winter,16.2,0,Cold
2019-12-31,7.25,0.3,13.96,0.0,60.76,1.88,2019,12,365,Winter,13.66,0,Cold
2020-01-01,10.12,3.88,19.61,0.0,49.34,2.49,2020,1,1,Winter,15.73,0,Cold
2020-01-02,11.99,5.3,19.36,0.0,69.13,2.19,2020,1,2,Winter,14.059999999999999,0,Cold
2020-01-03,14.36,8.75,21.72,0.0,71.75,1.64,2020,1,3,Winter,12.969999999999999,0,Cold
2020-01-04,13.71,8.95,21.47,0.0,62.77,2.05,2020,1,4,Winter,12.52,0,Cold
2020-01-05,12.94,7.95,21.51,0.0,53.66,2.1,2020,1,5,Winter,13.560000000000002,0,Cold
2020-01-06,13.64,8.99,21.55,0.05,55.95,1.99,2020,1,6,Winter,12.56,0,Cold
2020-01-07,14.16,8.35,22.08,2.38,77.53,2.91,2020,1,7,Winter,13.729999999999999,1,Cold
2020-01-08,12.8,7.73,17.75,8.79,86.36,2.45,2020,1,8,Winter,10.02,1,Cold
2020-01-09,9.02,3.5,17.07,0.0,66.22,3.6,2020,1,9,Winter,13.57,0,Cold
2020-01-10,8.91,1.64,18.63,0.0,53.79,3.22,2020,1,10,Winter,16.99,0,Cold
2020-01-11,10.61,2.43,19.5,0.0,42.03,2.29,2020,1,11,Winter,17.07,0,Cold
2020-01-12,12.91,5.72,22.33,0.0,38.82,1.96,2020,1,12,Winter,16.61,0,Cold
2020-01-13,13.98,6.62,24.71,0.89,63.85,4.03,2020,1,13,Winter,18.09,0,Cold
2020-01-14,11.94,7.48,18.85,0.01,74.81,2.17,2020,1,14,Winter,11.370000000000001,0,Cold
2020-01-15,11.97,4.56,21.0,0.0,69.35,2.22,2020,1,15,Winter,16.44,0,Cold
2020-01-16,11.88,8.23,17.5,8.19,80.68,2.03,2020,1,16,Winter,9.27,1,Cold
2020-01-17,12.57,7.31,19.46,1.38,75.13,2.15,2020,1,17,Winter,12.150000000000002,1,Cold
2020-01-18,12.78,8.08,20.37,0.0,66.2,1.49,2020,1,18,Winter,12.290000000000001,0,Cold
2020-01-19,10.55,4.34,19.27,0.0,67.46,2.83,2020,1,19,Winter,14.93,0,Cold
2020-01-20,10.68,3.68,18.1,0.0,67.74,2.22,2020,1,20,Winter,14.420000000000002,0,Cold
2020-01-21,12.35,5.82,20.16,0.0,55.49,2.4,2020,1,21,Winter,14.34,0,Cold
2020-01-22,12.18,6.28,20.96,0.0,54.96,3.15,2020,1,22,Winter,14.68,0,Cold
2020-01-23,10.9,4.17,20.28,0.0,59.91,4.87,2020,1,23,Winter,16.11,0,Cold
2020-01-24,11.3,3.53,22.16,0.0,48.51,4.56,2020,1,24,Winter,18.63,0,Cold
2020-01-25,12.14,4.7,21.59,0.0,47.51,2.34,2020,1,25,Winter,16.89,0,Cold
2020-01-26,14.78,9.11,23.52,0.0,52.92,2.09,2020,1,26,Winter,14.41,0,Cold
2020-01-27,15.15,8.53,23.01,1.72,62.44,3.51,2020,1,27,Winter,14.480000000000002,1,Pleasant
2020-01-28,14.73,10.79,20.12,5.74,75.33,3.2,2020,1,28,Winter,9.330000000000002,1,Cold
2020-01-29,13.04,7.62,20.82,0.55,67.39,2.41,2020,1,29,Winter,13.2,0,Cold
2020-01-30,11.73,5.1,20.41,0.0,62.14,3.31,2020,1,30,Winter,15.31,0,Cold
2020-01-31,11.9,4.39,20.37,0.0,55.48,2.39,2020,1,31,Winter,15.98,0,Cold
2020-02-01,12.72,6.76,20.85,0.0,50.51,1.93,2020,2,32,Winter,14.090000000000002,0,Cold
2020-02-02,11.31,4.02,20.6,0.0,57.99,3.05,2020,2,33,Winter,16.580000000000002,0,Cold
2020-02-03,12.16,5.55,20.93,0.0,52.83,1.93,2020,2,34,Winter,15.379999999999999,0,Cold
2020-02-04,12.11,3.88,21.32,0.0,52.55,2.62,2020,2,35,Winter,17.44,0,Cold
2020-02-05,12.08,4.85,20.98,0.0,54.31,3.09,2020,2,36,Winter,16.130000000000003,0,Cold
2020-02-06,11.78,5.11,20.3,0.0,55.42,2.25,2020,2,37,Winter,15.190000000000001,0,Cold
2020-02-07,12.11,5.97,20.78,0.0,52.99,2.71,2020,2,38,Winter,14.810000000000002,0,Cold
2020-02-08,11.92,4.38,21.64,0.0,54.03,2.97,2020,2,39,Winter,17.26,0,Cold
2020-02-09,13.19,5.61,23.01,0.0,49.36,2.17,2020,2,40,Winter,17.400000000000002,0,Cold
2020-02-10,13.75,6.17,22.55,0.0,46.54,2.06,2020,2,41,Winter,16.380000000000003,0,Cold
2020-02-11,14.64,8.59,23.22,0.0,45.45,1.78,2020,2,42,Winter,14.629999999999999,0,Cold
2020-02-12,16.1,7.55,26.56,0.0,46.24,3.33,2020,2,43,Winter,19.009999999999998,0,Pleasant
2020-02-13,18.3,10.41,29.24,0.0,50.25,4.87,2020,2,44,Winter,18.83,0,Pleasant
2020-02-14,17.24,10.76,26.72,0.0,45.32,5.6,2020,2,45,Winter,15.959999999999999,0,Pleasant
2020-02-15,15.76,7.48,27.29,0.0,35.21,4.56,2020,2,46,Winter,19.81,0,Pleasant
2020-02-16,16.97,7.11,28.57,0.0,32.71,3.26,2020,2,47,Winter,21.46,0,Pleasant
2020-02-17,17.25,9.1,28.3,0.0,31.4,3.22,2020,2,48,Winter,19.200000000000003,0,Pleasant
2020-02-18,16.78,7.36,28.03,0.0,31.71,3.38,2020,2,49,Winter,20.67,0,Pleasant
2020-02-19,18.99,9.24,28.86,0.0,28.07,3.88,2020,2,50,Winter,19.619999999999997,0,Pleasant
2020-02-20,19.34,12.37,28.74,2.46,40.56,5.96,2020,2,51,Winter,16.369999999999997,1,Pleasant
2020-02-21,16.68,12.22,23.23,5.14,68.48,5.06,2020,2,52,Winter,11.01,1,Pleasant
2020-02-22,16.79,9.61,24.04,0.02,69.13,2.71,2020,2,53,Winter,14.43,0,Pleasant
2020-02-23,18.57,11.61,27.01,0.07,59.5,1.96,2020,2,54,Winter,15.400000000000002,0,Pleasant
2020-02-24,18.56,12.34,27.03,0.0,57.22,2.95,2020,2,55,Winter,14.690000000000001,0,Pleasant
2020-02-25,18.54,11.43,26.92,0.0,51.17,2.94,2020,2,56,Winter,15.490000000000002,0,Pleasant
2020-02-26,19.42,11.56,28.5,0.04,50.19,2.35,2020,2,57,Winter,16.939999999999998,0,Pleasant
2020-02-27,19.04,11.74,29.05,0.0,55.24,2.78,2020,2,58,Winter,17.310000000000002,0,Pleasant
2020-02-28,20.25,12.38,29.52,0.0,56.27,4.79,2020,2,59,Winter,17.14,0,Pleasant
2020-02-29,20.0,13.63,26.64,8.21,64.26,4.42,2020,2,60,Winter,13.01,1,Pleasant
2020-03-01,20.44,14.46,27.94,0.22,65.18,2.92,2020,3,61,Summer,13.48,0,Pleasant
2020-03-02,20.97,13.94,28.96,0.0,53.09,1.7,2020,3,62,Summer,15.020000000000001,0,Pleasant
2020-03-03,20.72,13.77,29.53,0.0,49.06,2.41,2020,3,63,Summer,15.760000000000002,0,Pleasant
2020-03-04,20.96,13.77,29.65,8.86,54.55,2.55,2020,3,64,Summer,15.879999999999999,1,Pleasant
2020-03-05,19.44,14.07,26.18,13.95,76.63,3.86,2020,3,65,Summer,12.11,1,Pleasant
2020-03-06,17.22,13.77,22.61,26.36,83.64,4.36,2020,3,66,Summer,8.84,1,Pleasant
2020-03-07,16.75,10.73,23.83,0.11,70.23,2.56,2020,3,67,Summer,13.099999999999998,0,Pleasant
2020-03-08,17.57,11.34,26.03,0.0,58.24,2.83,2020,3,68,Summer,14.690000000000001,0,Pleasant
2020-03-09,17.31,9.53,26.42,0.0,54.89,4.29,2020,3,69,Summer,16.89,0,Pleasant
2020-03-10,18.1,9.37,27.28,0.01,50.25,2.14,2020,3,70,Summer,17.910000000000004,0,Pleasant
2020-03-11,19.6,13.28,27.04,1.8,66.35,3.23,2020,3,71,Summer,13.76,1,Pleasant
2020-03-12,20.64,13.91,27.96,0.33,55.83,2.75,2020,3,72,Summer,14.05,0,Pleasant
2020-03-13,18.82,10.85,28.05,0.0,38.63,2.96,2020,3,73,Summer,17.200000000000003,0,Pleasant
2020-03-14,16.52,9.23,24.65,6.86,53.03,2.3,2020,3,74,Summer,15.419999999999998,1,Pleasant
2020-03-15,17.16,10.36,24.54,1.34,56.76,1.66,2020,3,75,Summer,14.18,1,Pleasant
2020-03-16,19.22,11.36,27.34,0.0,54.8,2.21,2020,3,76,Summer,15.98,0,Pleasant
2020-03-17,20.74,12.24,29.54,0.0,49.51,2.94,2020,3,77,Summer,17.299999999999997,0,Pleasant
2020-03-18,21.82,13.31,30.75,0.0,47.23,3.03,2020,3,78,Summer,17.439999999999998,0,Pleasant
2020-03-19,22.96,16.59,31.67,0.0,51.28,2.34,2020,3,79,Summer,15.080000000000002,0,Pleasant
2020-03-20,23.54,16.33,31.49,0.01,52.56,1.88,2020,3,80,Summer,15.16,0,Pleasant
2020-03-21,24.27,16.67,32.65,0.0,47.19,1.7,2020,3,81,Summer,15.979999999999997,0,Pleasant
2020-03-22,23.47,16.24,32.36,0.0,50.28,2.89,2020,3,82,Summer,16.12,0,Pleasant
2020-03-23,23.02,15.42,30.93,0.0,51.47,2.0,2020,3,83,Summer,15.51,0,Pleasant
2020-03-24,23.82,18.31,31.37,0.91,52.12,2.34,2020,3,84,Summer,13.060000000000002,0,Pleasant
2020-03-25,25.04,17.88,33.43,0.0,50.62,2.71,2020,3,85,Summer,15.55,0,Warm
2020-03-26,23.71,18.73,30.74,0.26,57.57,3.15,2020,3,86,Summer,12.009999999999998,0,Pleasant
2020-03-27,21.97,17.51,27.7,6.68,70.1,3.02,2020,3,87,Summer,10.189999999999998,1,Pleasant
2020-03-28,22.03,14.55,30.5,0.02,58.56,3.28,2020,3,88,Summer,15.95,0,Pleasant
2020-03-29,22.48,14.66,31.21,0.0,48.05,4.31,2020,3,89,Summer,16.55,0,Pleasant
2020-03-30,22.09,14.23,31.91,0.0,49.7,3.86,2020,3,90,Summer,17.68,0,Pleasant
2020-03-31,22.92,14.17,32.5,0.66,51.15,3.59,2020,3,91,Summer,18.33,0,Pleasant
2020-04-01,24.62,17.17,33.88,0.99,53.49,2.43,2020,4,92,Summer,16.71,0,Pleasant
2020-04-02,23.42,15.38,32.12,0.0,50.47,4.26,2020,4,93,Summer,16.739999999999995,0,Pleasant
2020-04-03,22.59,14.34,31.95,0.0,44.25,4.04,2020,4,94,Summer,17.61,0,Pleasant
2020-04-04,23.71,14.96,33.55,0.0,40.97,3.46,2020,4,95,Summer,18.589999999999996,0,Pleasant
2020-04-05,25.57,17.01,34.88,0.0,40.65,2.11,2020,4,96,Summer,17.87,0,Warm
2020-04-06,25.92,18.08,35.27,0.0,37.97,3.2,2020,4,97,Summer,17.190000000000005,0,Warm
2020-04-07,26.29,17.61,35.7,0.0,40.57,3.14,2020,4,98,Summer,18.090000000000003,0,Warm
2020-04-08,24.99,17.36,33.81,0.0,44.12,3.55,2020,4,99,Summer,16.450000000000003,0,Pleasant
2020-04-09,25.08,16.16,33.96,0.0,39.18,3.63,2020,4,100,Summer,17.8,0,Warm
2020-04-10,27.9,20.25,35.9,0.0,35.15,2.58,2020,4,101,Summer,15.649999999999999,0,Warm
2020-04-11,28.72,20.31,37.66,0.0,36.22,2.63,2020,4,102,Summer,17.349999999999998,0,Warm
2020-04-12,28.82,20.59,37.97,0.0,37.43,3.89,2020,4,103,Summer,17.38,0,Warm
2020-04-13,30.37,21.31,39.62,0.0,39.81,3.61,2020,4,104,Summer,18.31,0,Warm
2020-04-14,32.14,25.88,40.48,0.0,34.98,1.65,2020,4,105,Summer,14.599999999999998,0,Warm
2020-04-15,31.77,23.5,40.47,0.0,26.24,2.6,2020,4,106,Summer,16.97,0,Warm
2020-04-16,30.76,21.98,39.87,0.0,31.9,4.0,2020,4,107,Summer,17.889999999999997,0,Warm
2020-04-17,29.81,23.42,38.36,0.0,30.32,2.65,2020,4,108,Summer,14.939999999999998,0,Warm
2020-04-18,30.07,23.03,38.17,0.85,31.7,2.69,2020,4,109,Summer,15.14,0,Warm
2020-04-19,28.57,21.58,36.36,2.71,40.46,3.52,2020,4,110,Summer,14.780000000000001,1,Warm
2020-04-20,24.81,21.64,31.05,0.02,48.83,3.65,2020,4,111,Summer,9.41,0,Pleasant
2020-04-21,27.65,20.31,34.59,0.01,44.69,2.78,2020,4,112,Summer,14.280000000000005,0,Warm
2020-04-22,28.49,19.87,36.86,0.0,35.46,2.67,2020,4,113,Summer,16.99,0,Warm
2020-04-23,28.3,23.01,33.62,0.26,37.32,2.86,2020,4,114,Summer,10.609999999999996,0,Warm
2020-04-24,31.68,23.97,37.74,0.26,31.17,1.05,2020,4,115,Summer,13.770000000000003,0,Warm
2020-04-25,31.43,25.6,37.77,1.04,32.95,1.81,2020,4,116,Summer,12.170000000000002,1,Warm
2020-04-26,29.96,24.11,37.06,7.87,43.39,3.15,2020,4,117,Summer,12.950000000000003,1,Warm
2020-04-27,28.2,20.2,36.24,0.4,50.61,3.94,2020,4,118,Summer,16.040000000000003,0,Warm
2020-04-28,28.96,21.65,35.86,0.02,47.19,2.52,2020,4,119,Summer,14.21,0,Warm
2020-04-29,30.98,23.44,37.81,0.03,41.05,1.72,2020,4,120,Summer,14.370000000000001,0,Warm
2020-04-30,32.17,25.39,39.59,0.01,39.14,2.2,2020,4,121,Summer,14.200000000000003,0,Warm
2020-05-01,33.38,25.46,41.49,0.0,33.56,2.9,2020,5,122,Summer,16.03,0,Warm
2020-05-02,33.17,25.03,41.51,0.0,31.49,3.76,2020,5,123,Summer,16.479999999999997,0,Warm
2020-05-03,31.22,24.23,38.34,12.86,42.08,3.5,2020,5,124,Summer,14.110000000000003,1,Warm
2020-05-04,29.98,23.19,37.3,1.84,50.76,2.05,2020,5,125,Summer,14.109999999999996,1,Warm
2020-05-05,30.83,24.62,37.61,0.0,42.84,2.35,2020,5,126,Summer,12.989999999999998,0,Warm
2020-05-06,31.01,24.06,37.92,0.97,36.0,2.28,2020,5,127,Summer,13.860000000000003,0,Warm
2020-05-07,30.47,22.91,38.29,0.2,40.52,2.93,2020,5,128,Summer,15.379999999999999,0,Warm
2020-05-08,32.67,23.66,40.51,0.0,32.82,2.14,2020,5,129,Summer,16.849999999999998,0,Warm
2020-05-09,33.57,24.63,41.81,0.0,29.01,2.27,2020,5,130,Summer,17.180000000000003,0,Warm
2020-05-10,31.05,25.21,40.95,2.62,37.48,3.14,2020,5,131,Summer,15.740000000000002,1,Warm
2020-05-11,30.43,22.81,36.96,0.41,42.97,3.26,2020,5,132,Summer,14.150000000000002,0,Warm
2020-05-12,31.63,24.24,38.72,0.08,34.62,2.0,2020,5,133,Summer,14.48,0,Warm
2020-05-13,32.67,27.56,38.73,1.03,34.29,1.6,2020,5,134,Summer,11.169999999999998,1,Warm
