date,station,PM2.5,PM10,NO2,SO2,CO,O3,AQI,AQI_Category,year,month,day_of_year,day_of_week,quarter,season,is_weekend,temp_mean_C,temp_min_C,temp_max_C,precipitation_mm,humidity_percent,wind_speed_ms,temp_range,is_rainy,weather_category
2019-11-18,Dwarka,131.0,286.0,40,8,1.56,66,308,Very Poor,2019,11,322,0,4,Autumn,0,19.41,13.25,27.11,0.0,53.79,3.75,13.86,0.0,Pleasant
2019-11-18,ITO,128.0,287.0,34,7,1.3,58,306,Very Poor,2019,11,322,0,4,Autumn,0,19.41,13.25,27.11,0.0,53.79,3.75,13.86,0.0,Pleasant
2019-11-18,Lodhi Road,111.2,262.2,23,12,1.35,43,270,Poor,2019,11,322,0,4,Autumn,0,19.41,13.25,27.11,0.0,53.79,3.75,13.86,0.0,Pleasant
2019-11-19,Anand Vihar,228.4,248.6,54,18,2.53,41,383,Very Poor,2019,11,323,1,4,Autumn,0,19.84,12.75,27.09,0.0,46.54,2.26,14.34,0.0,Pleasant
2019-11-19,RK Puram,184.0,174.0,46,17,1.76,39,349,Very Poor,2019,11,323,1,4,Autumn,0,19.84,12.75,27.09,0.0,46.54,2.26,14.34,0.0,Pleasant
2019-11-19,Punjabi Bagh,197.0,214.0,53,18,2.34,44,359,Very Poor,2019,11,323,1,4,Autumn,0,19.84,12.75,27.09,0.0,46.54,2.26,14.34,0.0,Pleasant
2019-11-19,Dwarka,186.0,201.0,49,14,2.16,28,350,Very Poor,2019,11,323,1,4,Autumn,0,19.84,12.75,27.09,0.0,46.54,2.26,14.34,0.0,Pleasant
2019-11-19,ITO,213.0,192.0,60,18,2.25,27,371,Very Poor,2019,11,323,1,4,Autumn,0,19.84,12.75,27.09,0.0,46.54,2.26,14.34,0.0,Pleasant
2019-11-19,Lodhi Road,157.45,185.55,35,11,1.47,61,328,Very Poor,2019,11,323,1,4,Autumn,0,19.84,12.75,27.09,0.0,46.54,2.26,14.34,0.0,Pleasant
2019-11-20,Anand Vihar,200.4,251.0,52,19,2.35,50,361,Very Poor,2019,11,324,2,4,Autumn,0,20.1,15.26,27.87,0.0,40.59,1.36,12.610000000000001,0.0,Pleasant
2019-11-20,RK Puram,173.0,196.0,38,10,1.64,47,340,Very Poor,2019,11,324,2,4,Autumn,0,20.1,15.26,27.87,0.0,40.59,1.36,12.610000000000001,0.0,Pleasant
2019-11-20,Punjabi Bagh,187.0,204.0,43,14,2.17,31,351,Very Poor,2019,11,324,2,4,Autumn,0,20.1,15.26,27.87,0.0,40.59,1.36,12.610000000000001,0.0,Pleasant
2019-11-20,Dwarka,192.0,224.0,43,19,2.19,47,355,Very Poor,2019,11,324,2,4,Autumn,0,20.1,15.26,27.87,0.0,40.59,1.36,12.610000000000001,0.0,Pleasant
2019-11-20,ITO,180.0,214.0,48,18,2.23,41,346,Very Poor,2019,11,324,2,4,Autumn,0,20.1,15.26,27.87,0.0,40.59,1.36,12.610000000000001,0.0,Pleasant
2019-11-20,Lodhi Road,161.7,157.0,37,14,1.46,36,332,Very Poor,2019,11,324,2,4,Autumn,0,20.1,15.26,27.87,0.0,40.59,1.36,12.610000000000001,0.0,Pleasant
2019-11-21,Anand Vihar,172.6,287.4,41,15,1.74,50,340,Very Poor,2019,11,325,3,4,Autumn,0,19.39,12.82,27.65,0.0,46.75,2.27,14.829999999999998,0.0,Pleasant
2019-11-21,RK Puram,174.0,247.0,46,11,1.82,46,341,Very Poor,2019,11,325,3,4,Autumn,0,19.39,12.82,27.65,0.0,46.75,2.27,14.829999999999998,0.0,Pleasant
2019-11-21,Punjabi Bagh,153.0,208.0,36,10,1.42,44,325,Very Poor,2019,11,325,3,4,Autumn,0,19.39,12.82,27.65,0.0,46.75,2.27,14.829999999999998,0.0,Pleasant
2019-11-21,Dwarka,171.0,224.0,46,11,1.96,52,339,Very Poor,2019,11,325,3,4,Autumn,0,19.39,12.82,27.65,0.0,46.75,2.27,14.829999999999998,0.0,Pleasant
2019-11-21,ITO,159.0,249.0,35,12,1.76,47,330,Very Poor,2019,11,325,3,4,Autumn,0,19.39,12.82,27.65,0.0,46.75,2.27,14.829999999999998,0.0,Pleasant
2019-11-21,Lodhi Road,142.3,214.7,36,10,1.24,44,317,Very Poor,2019,11,325,3,4,Autumn,0,19.39,12.82,27.65,0.0,46.75,2.27,14.829999999999998,0.0,Pleasant
2019-11-22,Anand Vihar,198.0,306.0,58,17,1.72,28,360,Very Poor,2019,11,326,4,4,Autumn,0,20.09,14.24,27.95,0.0,47.29,2.11,13.709999999999999,0.0,Pleasant
2019-11-22,RK Puram,156.0,217.0,37,14,1.71,58,327,Very Poor,2019,11,326,4,4,Autumn,0,20.09,14.24,27.95,0.0,47.29,2.11,13.709999999999999,0.0,Pleasant
2019-11-22,Punjabi Bagh,145.0,228.0,43,10,1.22,64,319,Very Poor,2019,11,326,4,4,Autumn,0,20.09,14.24,27.95,0.0,47.29,2.11,13.709999999999999,0.0,Pleasant
2019-11-22,Dwarka,135.0,256.0,38,8,1.84,51,311,Very Poor,2019,11,326,4,4,Autumn,0,20.09,14.24,27.95,0.0,47.29,2.11,13.709999999999999,0.0,Pleasant
2019-11-22,ITO,159.0,212.0,44,12,2.02,42,330,Very Poor,2019,11,326,4,4,Autumn,0,20.09,14.24,27.95,0.0,47.29,2.11,13.709999999999999,0.0,Pleasant
2019-11-22,Lodhi Road,146.75,170.75,40,12,1.72,60,320,Very Poor,2019,11,326,4,4,Autumn,0,20.09,14.24,27.95,0.0,47.29,2.11,13.709999999999999,0.0,Pleasant
2019-11-23,Anand Vihar,158.0,304.2,39,12,1.5,39,329,Very Poor,2019,11,327,5,4,Autumn,1,20.84,16.29,27.87,0.0,52.16,3.33,11.580000000000002,0.0,Pleasant
2019-11-23,RK Puram,123.0,270.0,27,13,1.41,55,302,Very Poor,2019,11,327,5,4,Autumn,1,20.84,16.29,27.87,0.0,52.16,3.33,11.580000000000002,0.0,Pleasant
2019-11-23,Punjabi Bagh,132.0,233.0,32,11,1.11,46,309,Very Poor,2019,11,327,5,4,Autumn,1,20.84,16.29,27.87,0.0,52.16,3.33,11.580000000000002,0.0,Pleasant
2019-11-23,Dwarka,118.0,235.0,38,13,0.97,67,293,Poor,2019,11,327,5,4,Autumn,1,20.84,16.29,27.87,0.0,52.16,3.33,11.580000000000002,0.0,Pleasant
2019-11-23,ITO,140.0,267.0,42,11,1.29,45,315,Very Poor,2019,11,327,5,4,Autumn,1,20.84,16.29,27.87,0.0,52.16,3.33,11.580000000000002,0.0,Pleasant
2019-11-23,Lodhi Road,105.75,175.85,26,9,1.14,62,252,Poor,2019,11,327,5,4,Autumn,1,20.84,16.29,27.87,0.0,52.16,3.33,11.580000000000002,0.0,Pleasant
2019-11-24,Anand Vihar,136.8,318.4,34,9,1.3,46,312,Very Poor,2019,11,328,6,4,Autumn,1,21.08,15.2,27.5,0.0,58.84,2.8,12.3,0.0,Pleasant
2019-11-24,RK Puram,113.0,242.0,36,6,1.4,47,276,Poor,2019,11,328,6,4,Autumn,1,21.08,15.2,27.5,0.0,58.84,2.8,12.3,0.0,Pleasant
2019-11-24,Punjabi Bagh,128.0,295.0,29,8,1.64,46,306,Very Poor,2019,11,328,6,4,Autumn,1,21.08,15.2,27.5,0.0,58.84,2.8,12.3,0.0,Pleasant
2019-11-24,Dwarka,135.0,292.0,30,10,1.45,39,311,Very Poor,2019,11,328,6,4,Autumn,1,21.08,15.2,27.5,0.0,58.84,2.8,12.3,0.0,Pleasant
2019-11-24,ITO,139.0,242.0,39,13,1.72,57,314,Very Poor,2019,11,328,6,4,Autumn,1,21.08,15.2,27.5,0.0,58.84,2.8,12.3,0.0,Pleasant
2019-11-24,Lodhi Road,103.4,229.95,28,11,1.31,60,244,Poor,2019,11,328,6,4,Autumn,1,21.08,15.2,27.5,0.0,58.84,2.8,12.3,0.0,Pleasant
2019-11-25,Anand Vihar,209.2,350.4,60,15,2.58,23,368,Very Poor,2019,11,329,0,4,Autumn,0,21.67,15.43,27.76,0.0,52.76,1.55,12.330000000000002,0.0,Pleasant
2019-11-25,RK Puram,149.0,299.0,33,9,1.58,57,322,Very Poor,2019,11,329,0,4,Autumn,0,21.67,15.43,27.76,0.0,52.76,1.55,12.330000000000002,0.0,Pleasant
2019-11-25,Punjabi Bagh,151.0,272.0,39,9,1.79,54,323,Very Poor,2019,11,329,0,4,Autumn,0,21.67,15.43,27.76,0.0,52.76,1.55,12.330000000000002,0.0,Pleasant
2019-11-25,Dwarka,169.0,296.0,51,16,1.63,41,337,Very Poor,2019,11,329,0,4,Autumn,0,21.67,15.43,27.76,0.0,52.76,1.55,12.330000000000002,0.0,Pleasant
2019-11-25,ITO,164.0,300.0,40,11,1.57,32,333,Very Poor,2019,11,329,0,4,Autumn,0,21.67,15.43,27.76,0.0,52.76,1.55,12.330000000000002,0.0,Pleasant
2019-11-25,Lodhi Road,127.1,242.7,38,11,1.39,48,305,Very Poor,2019,11,329,0,4,Autumn,0,21.67,15.43,27.76,0.0,52.76,1.55,12.330000000000002,0.0,Pleasant
2019-11-26,Anand Vihar,165.0,296.8,37,14,1.45,57,334,Very Poor,2019,11,330,1,4,Autumn,0,21.3,15.93,28.5,0.16,54.82,2.42,12.57,0.0,Pleasant
2019-11-26,RK Puram,145.0,236.0,38,12,1.38,59,319,Very Poor,2019,11,330,1,4,Autumn,0,21.3,15.93,28.5,0.16,54.82,2.42,12.57,0.0,Pleasant
2019-11-26,Punjabi Bagh,145.0,239.0,36,10,1.48,53,319,Very Poor,2019,11,330,1,4,Autumn,0,21.3,15.93,28.5,0.16,54.82,2.42,12.57,0.0,Pleasant
2019-11-26,Dwarka,166.0,241.0,45,14,1.98,47,335,Very Poor,2019,11,330,1,4,Autumn,0,21.3,15.93,28.5,0.16,54.82,2.42,12.57,0.0,Pleasant
2019-11-26,ITO,130.0,253.0,28,13,1.13,58,307,Very Poor,2019,11,330,1,4,Autumn,0,21.3,15.93,28.5,0.16,54.82,2.42,12.57,0.0,Pleasant
2019-11-26,Lodhi Road,113.5,245.15,27,10,1.28,58,278,Poor,2019,11,330,1,4,Autumn,0,21.3,15.93,28.5,0.16,54.82,2.42,12.57,0.0,Pleasant
2019-11-27,Anand Vihar,198.4,297.0,58,15,2.27,53,360,Very Poor,2019,11,331,2,4,Autumn,0,19.98,13.85,27.04,2.16,62.92,2.94,13.19,1.0,Pleasant
2019-11-27,RK Puram,180.0,201.0,52,13,1.77,54,346,Very Poor,2019,11,331,2,4,Autumn,0,19.98,13.85,27.04,2.16,62.92,2.94,13.19,1.0,Pleasant
2019-11-27,Punjabi Bagh,181.0,219.0,49,13,1.61,49,346,Very Poor,2019,11,331,2,4,Autumn,0,19.98,13.85,27.04,2.16,62.92,2.94,13.19,1.0,Pleasant
2019-11-27,Dwarka,152.0,246.0,47,16,1.58,58,324,Very Poor,2019,11,331,2,4,Autumn,0,19.98,13.85,27.04,2.16,62.92,2.94,13.19,1.0,Pleasant
2019-11-27,ITO,175.0,226.0,42,13,2.18,59,342,Very Poor,2019,11,331,2,4,Autumn,0,19.98,13.85,27.04,2.16,62.92,2.94,13.19,1.0,Pleasant
2019-11-27,Lodhi Road,124.95,182.25,27,8,1.52,57,303,Very Poor,2019,11,331,2,4,Autumn,0,19.98,13.85,27.04,2.16,62.92,2.94,13.19,1.0,Pleasant
2019-11-28,Anand Vihar,191.0,249.6,55,17,2.16,28,354,Very Poor,2019,11,332,3,4,Autumn,0,20.1,16.82,25.15,8.08,78.83,3.16,8.329999999999998,1.0,Pleasant
2019-11-28,RK Puram,191.0,229.0,46,14,2.34,45,354,Very Poor,2019,11,332,3,4,Autumn,0,20.1,16.82,25.15,8.08,78.83,3.16,8.329999999999998,1.0,Pleasant
2019-11-28,Punjabi Bagh,177.0,252.0,50,14,2.04,54,343,Very Poor,2019,11,332,3,4,Autumn,0,20.1,16.82,25.15,8.08,78.83,3.16,8.329999999999998,1.0,Pleasant
2019-11-28,Dwarka,190.0,225.0,51,19,1.8,34,353,Very Poor,2019,11,332,3,4,Autumn,0,20.1,16.82,25.15,8.08,78.83,3.16,8.329999999999998,1.0,Pleasant
2019-11-28,ITO,161.0,249.0,42,16,1.48,61,331,Very Poor,2019,11,332,3,4,Autumn,0,20.1,16.82,25.15,8.08,78.83,3.16,8.329999999999998,1.0,Pleasant
2019-11-28,Lodhi Road,158.75,217.55,43,12,1.31,44,329,Very Poor,2019,11,332,3,4,Autumn,0,20.1,16.82,25.15,8.08,78.83,3.16,8.329999999999998,1.0,Pleasant
2019-11-29,Anand Vihar,236.4,308.6,57,19,2.55,23,389,Very Poor,2019,11,333,4,4,Autumn,0,18.89,14.91,24.51,1.51,78.63,1.72,9.600000000000001,1.0,Pleasant
2019-11-29,RK Puram,175.0,253.0,44,15,1.92,38,342,Very Poor,2019,11,333,4,4,Autumn,0,18.89,14.91,24.51,1.51,78.63,1.72,9.600000000000001,1.0,Pleasant
2019-11-29,Punjabi Bagh,197.0,290.0,53,14,1.7,41,359,Very Poor,2019,11,333,4,4,Autumn,0,18.89,14.91,24.51,1.51,78.63,1.72,9.600000000000001,1.0,Pleasant
2019-11-29,Dwarka,170.0,287.0,37,11,1.67,39,338,Very Poor,2019,11,333,4,4,Autumn,0,18.89,14.91,24.51,1.51,78.63,1.72,9.600000000000001,1.0,Pleasant
2019-11-29,ITO,168.0,258.0,39,16,2.03,49,336,Very Poor,2019,11,333,4,4,Autumn,0,18.89,14.91,24.51,1.51,78.63,1.72,9.600000000000001,1.0,Pleasant
2019-11-29,Lodhi Road,144.7,213.05,43,9,1.68,47,319,Very Poor,2019,11,333,4,4,Autumn,0,18.89,14.91,24.51,1.51,78.63,1.72,9.600000000000001,1.0,Pleasant
2019-11-30,Anand Vihar,246.6,259.8,63,20,2.58,42,397,Very Poor,2019,11,334,5,4,Autumn,1,16.1,10.86,23.19,0.0,62.08,2.87,12.330000000000002,0.0,Pleasant
2019-11-30,RK Puram,184.0,246.0,43,15,2.06,29,349,Very Poor,2019,11,334,5,4,Autumn,1,16.1,10.86,23.19,0.0,62.08,2.87,12.330000000000002,0.0,Pleasant
2019-11-30,Punjabi Bagh,211.0,230.0,55,18,2.38,36,370,Very Poor,2019,11,334,5,4,Autumn,1,16.1,10.86,23.19,0.0,62.08,2.87,12.330000000000002,0.0,Pleasant
2019-11-30,Dwarka,177.0,200.0,39,14,2.08,47,343,Very Poor,2019,11,334,5,4,Autumn,1,16.1,10.86,23.19,0.0,62.08,2.87,12.330000000000002,0.0,Pleasant
2019-11-30,ITO,191.0,204.0,56,14,2.02,35,354,Very Poor,2019,11,334,5,4,Autumn,1,16.1,10.86,23.19,0.0,62.08,2.87,12.330000000000002,0.0,Pleasant
2019-11-30,Lodhi Road,161.05,181.15,47,10,1.79,57,331,Very Poor,2019,11,334,5,4,Autumn,1,16.1,10.86,23.19,0.0,62.08,2.87,12.330000000000002,0.0,Pleasant
2019-12-01,Anand Vihar,150.4,300.8,41,12,1.25,53,323,Very Poor,2019,12,335,6,4,Winter,1,15.2,9.24,23.61,0.0,52.01,2.77,14.37,0.0,Pleasant
2019-12-01,RK Puram,140.0,248.0,43,15,1.26,50,315,Very Poor,2019,12,335,6,4,Winter,1,15.2,9.24,23.61,0.0,52.01,2.77,14.37,0.0,Pleasant
2019-12-01,Punjabi Bagh,138.0,253.0,33,10,1.62,60,313,Very Poor,2019,12,335,6,4,Winter,1,15.2,9.24,23.61,0.0,52.01,2.77,14.37,0.0,Pleasant
2019-12-01,Dwarka,122.0,259.0,32,12,1.01,69,301,Very Poor,2019,12,335,6,4,Winter,1,15.2,9.24,23.61,0.0,52.01,2.77,14.37,0.0,Pleasant
2019-12-01,ITO,107.0,228.0,34,9,1.12,60,256,Poor,2019,12,335,6,4,Winter,1,15.2,9.24,23.61,0.0,52.01,2.77,14.37,0.0,Pleasant
2019-12-01,Lodhi Road,86.7,192.9,23,5,0.84,67,189,Moderate,2019,12,335,6,4,Winter,1,15.2,9.24,23.61,0.0,52.01,2.77,14.37,0.0,Pleasant
2019-12-02,Anand Vihar,217.2,352.2,55,15,2.65,36,374,Very Poor,2019,12,336,0,4,Winter,0,14.97,7.8,23.78,0.0,46.2,3.21,15.98,0.0,Cold
2019-12-02,RK Puram,161.0,319.0,42,15,1.39,52,331,Very Poor,2019,12,336,0,4,Winter,0,14.97,7.8,23.78,0.0,46.2,3.21,15.98,0.0,Cold
2019-12-02,Punjabi Bagh,169.0,291.0,47,13,2.07,47,337,Very Poor,2019,12,336,0,4,Winter,0,14.97,7.8,23.78,0.0,46.2,3.21,15.98,0.0,Cold
2019-12-02,Dwarka,167.0,281.0,38,12,2.08,59,336,Very Poor,2019,12,336,0,4,Winter,0,14.97,7.8,23.78,0.0,46.2,3.21,15.98,0.0,Cold
2019-12-02,ITO,161.0,334.0,43,9,1.96,56,331,Very Poor,2019,12,336,0,4,Winter,0,14.97,7.8,23.78,0.0,46.2,3.21,15.98,0.0,Cold
2019-12-02,Lodhi Road,144.6,281.1,36,12,1.56,37,318,Very Poor,2019,12,336,0,4,Winter,0,14.97,7.8,23.78,0.0,46.2,3.21,15.98,0.0,Cold
2019-12-03,Anand Vihar,184.4,332.2,47,16,1.59,56,349,Very Poor,2019,12,337,1,4,Winter,0,15.28,7.51,24.65,0.0,41.61,3.17,17.14,0.0,Pleasant
2019-12-03,RK Puram,167.0,290.0,44,16,1.8,48,336,Very Poor,2019,12,337,1,4,Winter,0,15.28,7.51,24.65,0.0,41.61,3.17,17.14,0.0,Pleasant
2019-12-03,Punjabi Bagh,166.0,294.0,45,12,1.54,33,335,Very Poor,2019,12,337,1,4,Winter,0,15.28,7.51,24.65,0.0,41.61,3.17,17.14,0.0,Pleasant
2019-12-03,Dwarka,175.0,268.0,40,12,1.71,53,342,Very Poor,2019,12,337,1,4,Winter,0,15.28,7.51,24.65,0.0,41.61,3.17,17.14,0.0,Pleasant
2019-12-03,ITO,159.0,272.0,34,14,1.74,54,330,Very Poor,2019,12,337,1,4,Winter,0,15.28,7.51,24.65,0.0,41.61,3.17,17.14,0.0,Pleasant
2019-12-03,Lodhi Road,140.45,229.35,38,11,1.18,42,315,Very Poor,2019,12,337,1,4,Winter,0,15.28,7.51,24.65,0.0,41.61,3.17,17.14,0.0,Pleasant
2019-12-04,Anand Vihar,148.0,255.6,35,10,1.81,61,321,Very Poor,2019,12,338,2,4,Winter,0,15.81,8.95,24.55,0.0,37.39,2.1,15.600000000000001,0.0,Pleasant
2019-12-04,RK Puram,140.0,230.0,37,10,1.32,52,315,Very Poor,2019,12,338,2,4,Winter,0,15.81,8.95,24.55,0.0,37.39,2.1,15.600000000000001,0.0,Pleasant
2019-12-04,Punjabi Bagh,109.0,245.0,27,6,1.47,71,263,Poor,2019,12,338,2,4,Winter,0,15.81,8.95,24.55,0.0,37.39,2.1,15.600000000000001,0.0,Pleasant
2019-12-04,Dwarka,130.0,206.0,33,11,1.17,45,307,Very Poor,2019,12,338,2,4,Winter,0,15.81,8.95,24.55,0.0,37.39,2.1,15.600000000000001,0.0,Pleasant
2019-12-04,ITO,141.0,245.0,31,14,1.11,62,316,Very Poor,2019,12,338,2,4,Winter,0,15.81,8.95,24.55,0.0,37.39,2.1,15.600000000000001,0.0,Pleasant
2019-12-04,Lodhi Road,86.25,162.55,18,6,0.84,69,187,Moderate,2019,12,338,2,4,Winter,0,15.81,8.95,24.55,0.0,37.39,2.1,15.600000000000001,0.0,Pleasant
2019-12-05,Anand Vihar,201.8,358.8,53,15,2.02,43,362,Very Poor,2019,12,339,3,4,Winter,0,15.91,10.8,22.6,0.0,37.36,1.18,11.8,0.0,Pleasant
2019-12-05,RK Puram,172.0,318.0,47,16,1.76,55,340,Very Poor,2019,12,339,3,4,Winter,0,15.91,10.8,22.6,0.0,37.36,1.18,11.8,0.0,Pleasant
2019-12-05,Punjabi Bagh,194.0,298.0,45,14,2.43,41,356,Very Poor,2019,12,339,3,4,Winter,0,15.91,10.8,22.6,0.0,37.36,1.18,11.8,0.0,Pleasant
2019-12-05,Dwarka,159.0,271.0,48,14,1.76,40,330,Very Poor,2019,12,339,3,4,Winter,0,15.91,10.8,22.6,0.0,37.36,1.18,11.8,0.0,Pleasant
2019-12-05,ITO,183.0,298.0,47,14,1.73,30,348,Very Poor,2019,12,339,3,4,Winter,0,15.91,10.8,22.6,0.0,37.36,1.18,11.8,0.0,Pleasant
2019-12-05,Lodhi Road,167.15,241.65,39,16,1.43,57,336,Very Poor,2019,12,339,3,4,Winter,0,15.91,10.8,22.6,0.0,37.36,1.18,11.8,0.0,Pleasant
2019-12-06,Anand Vihar,203.8,358.8,54,17,2.21,24,364,Very Poor,2019,12,340,4,4,Winter,0,15.43,9.33,23.34,0.0,46.3,1.87,14.01,0.0,Pleasant
2019-12-06,RK Puram,157.0,281.0,47,9,1.9,39,328,Very Poor,2019,12,340,4,4,Winter,0,15.43,9.33,23.34,0.0,46.3,1.87,14.01,0.0,Pleasant
2019-12-06,Punjabi Bagh,158.0,297.0,34,15,1.86,45,329,Very Poor,2019,12,340,4,4,Winter,0,15.43,9.33,23.34,0.0,46.3,1.87,14.01,0.0,Pleasant
2019-12-06,Dwarka,152.0,329.0,40,15,1.73,36,324,Very Poor,2019,12,340,4,4,Winter,0,15.43,9.33,23.34,0.0,46.3,1.87,14.01,0.0,Pleasant
2019-12-06,ITO,167.0,306.0,43,14,2.14,38,336,Very Poor,2019,12,340,4,4,Winter,0,15.43,9.33,23.34,0.0,46.3,1.87,14.01,0.0,Pleasant
2019-12-06,Lodhi Road,132.4,286.4,32,12,1.1,64,309,Very Poor,2019,12,340,4,4,Winter,0,15.43,9.33,23.34,0.0,46.3,1.87,14.01,0.0,Pleasant
2019-12-07,Anand Vihar,184.2,358.8,41,14,1.77,39,349,Very Poor,2019,12,341,5,4,Winter,1,16.54,9.39,24.31,0.0,48.42,1.49,14.919999999999998,0.0,Pleasant
2019-12-07,RK Puram,165.0,293.0,43,12,1.91,57,334,Very Poor,2019,12,341,5,4,Winter,1,16.54,9.39,24.31,0.0,48.42,1.49,14.919999999999998,0.0,Pleasant
2019-12-07,Punjabi Bagh,167.0,281.0,45,14,1.49,59,336,Very Poor,2019,12,341,5,4,Winter,1,16.54,9.39,24.31,0.0,48.42,1.49,14.919999999999998,0.0,Pleasant
2019-12-07,Dwarka,167.0,293.0,48,13,2.11,45,336,Very Poor,2019,12,341,5,4,Winter,1,16.54,9.39,24.31,0.0,48.42,1.49,14.919999999999998,0.0,Pleasant
2019-12-07,ITO,181.0,261.0,50,14,1.62,35,346,Very Poor,2019,12,341,5,4,Winter,1,16.54,9.39,24.31,0.0,48.42,1.49,14.919999999999998,0.0,Pleasant
2019-12-07,Lodhi Road,157.1,247.15,47,10,1.42,52,328,Very Poor,2019,12,341,5,4,Winter,1,16.54,9.39,24.31,0.0,48.42,1.49,14.919999999999998,0.0,Pleasant
2019-12-08,Anand Vihar,222.0,360.0,53,15,2.72,40,378,Very Poor,2019,12,342,6,4,Winter,1,16.61,11.72,24.29,0.0,51.09,1.65,12.569999999999999,0.0,Pleasant
2019-12-08,RK Puram,192.0,301.0,43,12,2.32,44,355,Very Poor,2019,12,342,6,4,Winter,1,16.61,11.72,24.29,0.0,51.09,1.65,12.569999999999999,0.0,Pleasant
2019-12-08,Punjabi Bagh,174.0,325.0,43,17,2.22,58,341,Very Poor,2019,12,342,6,4,Winter,1,16.61,11.72,24.29,0.0,51.09,1.65,12.569999999999999,0.0,Pleasant
2019-12-08,Dwarka,165.0,323.0,36,14,1.64,55,334,Very Poor,2019,12,342,6,4,Winter,1,16.61,11.72,24.29,0.0,51.09,1.65,12.569999999999999,0.0,Pleasant
2019-12-08,ITO,176.0,315.0,41,12,1.82,35,343,Very Poor,2019,12,342,6,4,Winter,1,16.61,11.72,24.29,0.0,51.09,1.65,12.569999999999999,0.0,Pleasant
2019-12-08,Lodhi Road,171.0,250.25,48,17,1.74,50,339,Very Poor,2019,12,342,6,4,Winter,1,16.61,11.72,24.29,0.0,51.09,1.65,12.569999999999999,0.0,Pleasant
2019-12-09,Anand Vihar,150.8,238.8,34,12,1.55,54,323,Very Poor,2019,12,343,0,4,Winter,0,15.36,10.16,23.23,0.0,49.95,1.65,13.07,0.0,Pleasant
2019-12-09,RK Puram,155.0,189.0,39,10,1.64,41,326,Very Poor,2019,12,343,0,4,Winter,0,15.36,10.16,23.23,0.0,49.95,1.65,13.07,0.0,Pleasant
2019-12-09,Punjabi Bagh,127.0,210.0,29,11,1.51,46,305,Very Poor,2019,12,343,0,4,Winter,0,15.36,10.16,23.23,0.0,49.95,1.65,13.07,0.0,Pleasant
2019-12-09,Dwarka,143.0,222.0,44,12,1.44,46,317,Very Poor,2019,12,343,0,4,Winter,0,15.36,10.16,23.23,0.0,49.95,1.65,13.07,0.0,Pleasant
2019-12-09,ITO,155.0,240.0,42,15,1.39,47,326,Very Poor,2019,12,343,0,4,Winter,0,15.36,10.16,23.23,0.0,49.95,1.65,13.07,0.0,Pleasant
2019-12-09,Lodhi Road,101.15,203.9,23,6,1.41,67,237,Poor,2019,12,343,0,4,Winter,0,15.36,10.16,23.23,0.0,49.95,1.65,13.07,0.0,Pleasant
2019-12-10,Anand Vihar,169.8,286.8,44,16,1.67,46,338,Very Poor,2019,12,344,1,4,Winter,0,15.92,10.57,23.62,0.0,42.55,1.63,13.05,0.0,Pleasant
2019-12-10,RK Puram,133.0,244.0,34,10,1.12,53,310,Very Poor,2019,12,344,1,4,Winter,0,15.92,10.57,23.62,0.0,42.55,1.63,13.05,0.0,Pleasant
2019-12-10,Punjabi Bagh,133.0,227.0,40,9,1.55,58,310,Very Poor,2019,12,344,1,4,Winter,0,15.92,10.57,23.62,0.0,42.55,1.63,13.05,0.0,Pleasant
2019-12-10,Dwarka,133.0,212.0,37,10,1.48,47,310,Very Poor,2019,12,344,1,4,Winter,0,15.92,10.57,23.62,0.0,42.55,1.63,13.05,0.0,Pleasant
2019-12-10,ITO,122.0,225.0,31,10,1.45,59,301,Very Poor,2019,12,344,1,4,Winter,0,15.92,10.57,23.62,0.0,42.55,1.63,13.05,0.0,Pleasant
2019-12-10,Lodhi Road,106.15,216.65,29,12,1.4,53,253,Poor,2019,12,344,1,4,Winter,0,15.92,10.57,23.62,0.0,42.55,1.63,13.05,0.0,Pleasant
2019-12-11,Anand Vihar,134.2,353.2,32,9,1.2,65,310,Very Poor,2019,12,345,2,4,Winter,0,16.13,10.07,22.9,0.0,44.0,1.57,12.829999999999998,0.0,Pleasant
2019-12-11,RK Puram,121.0,326.0,30,11,1.14,41,300,Poor,2019,12,345,2,4,Winter,0,16.13,10.07,22.9,0.0,44.0,1.57,12.829999999999998,0.0,Pleasant
2019-12-11,Punjabi Bagh,108.0,335.0,26,10,1.32,60,260,Poor,2019,12,345,2,4,Winter,0,16.13,10.07,22.9,0.0,44.0,1.57,12.829999999999998,0.0,Pleasant
2019-12-11,Dwarka,110.0,294.0,25,8,1.02,61,266,Poor,2019,12,345,2,4,Winter,0,16.13,10.07,22.9,0.0,44.0,1.57,12.829999999999998,0.0,Pleasant
2019-12-11,ITO,108.0,294.0,25,12,0.79,59,260,Poor,2019,12,345,2,4,Winter,0,16.13,10.07,22.9,0.0,44.0,1.57,12.829999999999998,0.0,Pleasant
2019-12-11,Lodhi Road,109.1,271.6,30,5,1.2,57,263,Poor,2019,12,345,2,4,Winter,0,16.13,10.07,22.9,0.0,44.0,1.57,12.829999999999998,0.0,Pleasant
2019-12-12,Anand Vihar,163.4,215.4,42,16,1.86,44,333,Very Poor,2019,12,346,3,4,Winter,0,15.58,12.96,20.86,18.42,60.85,2.8,7.899999999999999,1.0,Pleasant
